,tId,tweet,aScore,sScore,cScore,nScore,cn,cas,mScore,uId,stTime
67,9.33478e+17,@realDonaldTrump Go have a nap or something.,0.0,-0.035964912280701755,0,-18,-0.035964912280701755,-0.035964912280701755,-0.011988304093567251,1002804750.0,22-11-2017 23:32
68,9.3347e+17,@realDonaldTrump Make Argies great again !! ,3.0,0.18055555555555558,1.0,-3,4.180555555555555,4.180555555555555,1.3935185185185184,1002825822.0,22-11-2017 22:58
69,9.39639e+17,@JCTheResistance @supertaschablue @realDonaldTrump Hes not happy unless hes denigrating some group.,3.0,0.010416666666666666,-1.0,-19,2.0104166666666665,2.0104166666666665,0.6701388888888888,1002862598.0,09-12-2017 23:34
70,9.36044e+17,@realDonaldTrump Read the fucking thing you jackass,-8.0,-0.04482323232323232,0,-23,-8.044823232323232,-8.044823232323232,-2.681607744107744,1002877506.0,30-11-2017 01:27
71,9.36035e+17,"@SaraSomersby What happened Joe? You really think you can take on POTUS , you are going down. Should not poke the big dog.",1.0,-0.07101139601139601,-1.5,-29,-0.571011396011396,-0.571011396011396,-0.19033713200379868,1002898231.0,30-11-2017 00:52
72,9.39651e+17,Desus said how does Trump have the Bobby Brown jaw lmao,4.0,-0.03483851674641148,0,-10,3.9651614832535884,3.9651614832535884,1.3217204944178629,100295978.0,10-12-2017 00:22
73,9.38992e+17,"@realDonaldTrump ""On a side note, does anyone have a tube of Poligrip or Fixodent I could borrow?""",0.0,0.010782163742690058,0.0,-23,0.010782163742690058,0.010782163742690058,0.003594054580896686,1002961944.0,08-12-2017 04:40
74,9.34188e+17,@VP @WhiteHouse You are a rat going down with the ship,0.0,-0.026410256410256412,-1.0,-18,-1.0264102564102564,-1.0264102564102564,-0.34213675213675215,1003030670.0,24-11-2017 22:30
75,9.36044e+17,"NBC ignores Matt Lauer openly telling Katie Couric to keep bending over, while firing a man for standing next to trump!  NBC is trash!",-3.0,-0.008719626333262696,0,-14,-3.0087196263332627,-3.0087196263332627,-1.0029065421110877,1003074060.0,30-11-2017 01:26
76,9.39667e+17,"@realDonaldTrump Everybody knows you dont watch football, and dont know shit about Army Navy rivalries. Daddy bought me a deferment.",-4.0,0.029897186147186144,0.0,-24,-3.970102813852814,-3.970102813852814,-1.3233676046176046,100307647.0,10-12-2017 01:24
77,9.3675e+17,@sternshow @TonyAtamanuik So original another trump impression,0.0,-0.03819444444444445,-0.25,-3,-0.2881944444444444,-0.2881944444444444,-0.09606481481481481,1003081332.0,02-12-2017 00:13
78,9.39636e+17,@realDonaldTrump @daveweigel Fraud can his ass #MAGA,-8.0,-0.09027777777777778,1,-6,-7.090277777777778,-7.090277777777778,-2.363425925925926,1003114255.0,09-12-2017 23:22
79,9.39638e+17,@jjdpower1970 @sassygayrepub @realDonaldTrump @daveweigel Because he can steal so much more than we can pay him.,-3.0,0.010757575757575757,0.5,-13,-2.4892424242424243,-2.4892424242424243,-0.8297474747474748,1003117988.0,09-12-2017 23:28
80,9.39636e+17,@realDonaldTrump @daveweigel Havent you got a country to run or something?,0.0,-0.0036415989159891606,0,-28,-0.0036415989159891606,-0.0036415989159891606,-0.0012138663053297201,100315347.0,09-12-2017 23:20
81,9.38991e+17,@jerseychilling @ngoolaid @jetsfan24x7 @Lavarbigballer @realDonaldTrump Pretty sure you have a micropenis,1.0,-0.01644736842105263,0.0,7,0.9835526315789473,0.9835526315789473,0.32785087719298245,100321633.0,08-12-2017 04:39
82,9.35891e+17,Trump retweets hateful far-right anti-Muslim propaganda and white supremacists rejoice. Thats where were at.,1.0,-0.07074091880341882,0.125,-25,1.054259081196581,1.054259081196581,0.35141969373219367,100322494.0,29-11-2017 15:21
83,9.38993e+17,"@realDonaldTrump When you continuously lie through your teeth, you apparently need stronger Polident. 
#denturegate #DentureDonald",2.0,0.06607142857142857,0,-32,2.0660714285714286,2.0660714285714286,0.6886904761904762,1003226034.0,08-12-2017 04:45
84,9.33589e+17,you support trump #AndThatsWhyWeCantBeFriends,2.0,0.03835227272727273,0,-15,2.038352272727273,2.038352272727273,0.6794507575757577,1003250946.0,23-11-2017 06:51
85,9.33213e+17,"Trump got elected and instead of thinking whats good for the country, he told Stephen Miller to make a list of all Revokable Obama laws.",3.0,0.09792928160275101,0.25,-14,3.347929281602751,3.347929281602751,1.115976427200917,100327508.0,22-11-2017 05:57
86,9.39636e+17,"@realDonaldTrump @daveweigel Priorities Don, priorities..",0.0,-0.04166666666666667,0,-7,-0.04166666666666667,-0.04166666666666667,-0.01388888888888889,1003415544.0,09-12-2017 23:20
87,9.33201e+17,Veterans your not easily fooled but @realDonaldTrump is trying privatize VA.,0.0,-0.01549145299145299,0.0,-15,-0.01549145299145299,-0.01549145299145299,-0.005163817663817663,1003415545.0,22-11-2017 05:09
88,9.36033e+17,"@mike_raus @realDonaldTrump Like... I hope his death becomes a celebrated, national holiday",5.0,0.0234375,-1.0,-6,4.0234375,4.0234375,1.3411458333333333,1003416715.0,30-11-2017 00:41
89,9.33215e+17,@realDonaldTrump I guess pedophiles have to protect other pedophiles.    That will serve you well in prison.,-1.0,0.004318600989653615,-0.125,-30,-1.1206813990103464,-1.1206813990103464,-0.37356046633678214,1003431332.0,22-11-2017 06:06
90,9.3593e+17,"@thehill Trump only ""crosses the line"" when it starts hit too close to home. Otherwise who cares?",2.0,0.1067029126465401,0.625,-14,2.73170291264654,2.73170291264654,0.9105676375488466,100344053.0,29-11-2017 17:56
91,9.36807e+17,@SpeakerRyan So get rid of trump the commander in harassment,-3.0,-0.06041666666666666,-0.625,-16,-3.685416666666667,-3.685416666666667,-1.2284722222222222,1003462658.0,02-12-2017 03:59
92,9.39666e+17,@marc_paquet @BillOReilly @washingtonpost @CNN The owners &amp; upper management support the attacks on President Trump &amp; all conservatives!,1.0,0.04097222222222222,0.125,-20,1.1659722222222222,1.1659722222222222,0.3886574074074074,100346357.0,10-12-2017 01:21
93,9.36044e+17,"If Theresa May capitulates to Trump, there is a 100% chance that Corbyn will be prime minister.",2.0,0.01047008547008547,0.0,-19,2.0104700854700854,2.0104700854700854,0.6701566951566952,100363558.0,30-11-2017 01:25
94,9.39651e+17,@thehill WE DEMAND @realDonaldTrump BE FIRED FOR REPEATEDLY LYING TO AMERICA,-3.0,-0.0125,0.0,-17,-3.0125,-3.0125,-1.0041666666666667,100363974.0,10-12-2017 00:22
95,9.36037e+17,@realDonaldTrump @theresamay Wrong Twitter handle you moron.@theresa_may ,-5.0,-0.2638888888888889,-1,-16,-6.263888888888889,-6.263888888888889,-2.0879629629629632,1003640090.0,30-11-2017 00:58
96,9.35935e+17,@Bobbyh214 @realDonaldTrump @RealJamesWoods Women are positioned to take society down,0.0,-0.01427045177045177,-0.625,-2,-0.6392704517704517,-0.6392704517704517,-0.21309015059015057,1003667142.0,29-11-2017 18:12
97,9.34703e+17,@thehill CNN journalists are incited to trump hatred by the bosses of CNN. The bosses are the problem. @CNN,-5.0,-0.04292200854700855,0,-16,-5.042922008547008,-5.042922008547008,-1.6809740028490028,100366853.0,26-11-2017 08:38
98,9.36644e+17,@johnw299 @POTUS I dont read the Mail,0.0,0.005681818181818182,0.0,-15,0.005681818181818182,0.005681818181818182,0.001893939393939394,1003681236.0,01-12-2017 17:10
99,9.36815e+17,@realDonaldTrump How will a wall keep white American men from committing mass shootings ie. Vegas.,1.0,0.046130952380952384,0.125,-17,1.1711309523809523,1.1711309523809523,0.39037698412698413,100373177.0,02-12-2017 04:30
100,9.3589e+17,@JacobAWohl @realDonaldTrump JACOB!! stop this now. This is the third time Ive had to tell you.,-1.0,-0.0016872382003960962,0.25,-17,-0.7516872382003961,-0.7516872382003961,-0.25056241273346536,1003751876.0,29-11-2017 15:16
101,9.35724e+17,@realDonaldTrump how does that justify an increase in military spending?,1.0,0.0,0.0,-15,1.0,1.0,0.3333333333333333,100375287.0,29-11-2017 04:14
102,9.3347e+17,@ClaySholar @glamelegance @FLOTUS @WhiteHouse What are you trying say?  Leave no Child Behind education I see.,-2.0,0.04067821645946646,1.0,-17,-0.9593217835405335,-0.9593217835405335,-0.3197739278468445,100377754.0,22-11-2017 23:01
103,9.38985e+17,Who TF even asked for Trumps interference? I dont give af what he declares Jerusalem has always and will always be apart of PALESTINE.,0.0,-0.005488782051282052,0.0,-29,-0.005488782051282052,-0.005488782051282052,-0.0018295940170940173,100381014.0,08-12-2017 04:14
104,9.33498e+17,@TweetsByDewey @realDonaldTrump @TweetsByDewey Youre an idiot,-3.0,-0.125,-0.125,-22,-3.25,-3.25,-1.0833333333333333,1003824642.0,23-11-2017 00:50
105,9.33492e+17,"Donald Trump, ever ""the ungrateful fool"", strikes again.

#ImpeachTrump",-6.0,-0.09375,-3,-15,-9.09375,-9.09375,-3.03125,100389533.0,23-11-2017 00:28
106,9.368e+17,@realDonaldTrump Trump has no idea what is in the Tax Bill. He is a clueless dotard.,-3.0,-0.0416025641025641,0.125,-29,-2.916602564102564,-2.916602564102564,-0.9722008547008546,100399130.0,02-12-2017 03:30
107,9.39631e+17,@realDonaldTrump You are the last person who should have been there. You are a racist.,-3.0,-0.006836669665617034,-1.0,-33,-4.006836669665617,-4.006836669665617,-1.3356122232218723,1004022175.0,09-12-2017 22:59
108,9.36042e+17,"@nypost Thank-you, @POTUS!",2.0,-0.006836669665617034,0,-11,1.993163330334383,1.993163330334383,0.6643877767781277,1004127458.0,30-11-2017 01:20
109,9.35724e+17,@realDonaldTrump #Mueller will #MAGA when he hands out #indictments for #Christmas to our #MoronInChief,0.0,0.015625,0,-10,0.015625,0.015625,0.005208333333333333,1004134866.0,29-11-2017 04:17
110,9.36031e+17,@Acosta Coming soon - a Trump tweet denying the Access Hollywood tale.,-2.0,-0.037946428571428575,-0.375,7,-2.4129464285714284,-2.4129464285714284,-0.8043154761904762,1004146764.0,30-11-2017 00:36
111,9.39639e+17,@RealMattWalter @realDonaldTrump @Cernovich @laurapcd1 Diversity = anti-Trump.,-1.0,-0.0625,0,-1,-1.0625,-1.0625,-0.3541666666666667,1004147094.0,09-12-2017 23:33
112,9.39647e+17,@TalbertSwan @naacpspfld @realDonaldTrump @daveweigel Love this,3.0,0.22916666666666666,1.375,-1,4.604166666666667,4.604166666666667,1.5347222222222223,1004220992.0,10-12-2017 00:04
113,9.36813e+17,"Jesus literally hates Trump. I know, he told me.",-2.0,-0.06036931818181818,0.25,-16,-1.8103693181818181,-1.8103693181818181,-0.6034564393939393,100422107.0,02-12-2017 04:23
114,9.33493e+17,@TripleJay45 *insert brash Donald Trump GIF here*,0.0,0.0,0,-6,0.0,0.0,0.0,100422192.0,23-11-2017 00:32
115,9.34874e+17,@CNNPolitics Very import we Republiklans screw over the average man/woman so ppl like Trump can get massive tax cuts.,1.0,0.015416666666666667,0.625,-23,1.6404166666666666,1.6404166666666666,0.5468055555555555,100424204.0,26-11-2017 19:56
116,9.38971e+17,@NCoff07 @POTUS @realDonaldTrump you should mail it to the white house,0.0,0.024305555555555556,0.0,-24,0.024305555555555556,0.024305555555555556,0.008101851851851851,1004263460.0,08-12-2017 03:19
117,9.38999e+17,@The_Trump_Train @realDonaldTrump Disagree,-2.0,0.024305555555555556,0,-12,-1.9756944444444444,-1.9756944444444444,-0.6585648148148148,1004267090.0,08-12-2017 05:09
118,9.33544e+17,"@Leslie_Goodreid Hell yes.  Time to shut down the alt-right and run the Russians.....ALL 12-15 of them, out of the White House.",-3.0,-0.2106017711962834,0.0,-6,-3.2106017711962833,-3.2106017711962833,-1.070200590398761,1004320699.0,23-11-2017 03:55
119,9.33474e+17,@WhiteHouse A Great White Thanksgiving at the White House!,3.0,-0.013392857142857142,1.0,-9,3.986607142857143,3.986607142857143,1.3288690476190477,100440722.0,22-11-2017 23:15
120,9.34848e+17,@HowardA_Esq @CNN Trumps twitter feed is just fake. I agree.,-2.0,0.06305326617826618,1.625,-29,-0.3119467338217338,-0.3119467338217338,-0.1039822446072446,1004426490.0,26-11-2017 18:16
121,9.33558e+17,"@realDonaldTrump @IngrahamAngle Ive got a good idea, keep the players in the locker for the entire game.",3.0,0.09029694264069264,-0.25,-15,2.8402969426406925,2.8402969426406925,0.9467656475468975,1004525118.0,23-11-2017 04:47
122,9.33522e+17,@realDonaldTrump You obviously havent seen the bills. #PleaseResign #tinylittleman,0.0,0.18055555555555555,-1,-53,-0.8194444444444444,-0.8194444444444444,-0.27314814814814814,1004552282.0,23-11-2017 02:24
123,9.39649e+17,@realDonaldTrump Something must be about to break!!! Gotta get that #fakenews notion planted,0.0,0.009642546718817905,1.125,-15,1.134642546718818,1.134642546718818,0.37821418223960596,100466532.0,10-12-2017 00:14
124,9.34851e+17,@JeffMerkley Wish we could keep them out of the hands of Russian puppets like tRump as well.,3.0,0.12666933066933067,3.2089999999999996,-35,6.33566933066933,6.33566933066933,2.1118897768897766,10047882.0,26-11-2017 18:27
125,9.33533e+17,"@POLITICOMag Traitor Trump 
#GOP is a racket
#RICO",0.0,0.012019230769230768,-3.0,-1,-2.987980769230769,-2.987980769230769,-0.9959935897435898,100482942.0,23-11-2017 03:08
